Rk,Player Name,Nation,Position,Squad,Comp,Age,Birth Year,Games,Starts,Minutes,Nintys,Gls,Ast,G+A,G-PK,PK,PKatt,Yellow,Red,PrgC,PrgP,PrgR,Market Value
161,lorenz assignon,TOG,DF,rennes,Ligue 1,24,2000,21,17,1461,16.2,1,3,4,1,0,0,6,0,69,73,129,9.0
162,dehmaine assoumani,FRA,MF,nantes,Ligue 1,19,2005,9,0,81,0.9,0,0,0,0,0,0,0,0,4,1,14,12.58
163,valentin atangana edoa,FRA,MF,reims,Ligue 1,19,2005,23,22,1868,20.8,0,0,0,0,0,0,6,0,28,69,22,9.0
164,arthur atta,FRA,MF,udinese,Serie A,22,2003,16,2,433,4.8,0,1,1,0,0,0,2,0,10,21,27,5.0
165,noah atubolu,GER,GK,freiburg,Bundesliga,22,2002,20,20,1800,20.0,0,0,0,0,0,0,2,0,0,1,0,10.0
166,emil audero,ITA,GK,como,Serie A,28,1997,8,8,720,8.0,0,0,0,0,0,0,0,0,0,0,0,5.0
167,tommaso augello,ITA,DF,cagliari,Serie A,30,1994,26,20,1757,19.5,0,3,3,0,0,0,2,0,46,75,86,12.58
168,carlos augusto,BRA,DF,inter,Serie A,26,1999,18,7,903,10.0,2,1,3,2,0,0,0,0,13,38,49,22.0
169,yann aurel bisseck,GER,DF,inter,Serie A,24,2000,15,10,934,10.4,1,1,2,1,0,0,3,0,22,56,27,30.0
170,brandon austin,ENG,GK,tottenham,Premier League,26,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0,0,0,12.58
171,ezequiel vila,ARG,FW,betis,La Liga,31,1994,17,6,612,6.8,2,0,2,2,0,0,4,1,12,18,45,12.58
172,taiwo awoniyi,NGA,FW,nottham forest,Premier League,27,1997,19,2,257,2.9,1,0,1,1,0,0,0,0,5,5,13,22.0
173,yasin ayari,SWE,MF,brighton,Premier League,21,2003,22,15,1340,14.9,0,0,0,0,0,0,3,0,20,51,52,12.0
174,florian ay,FRA,FW,auxerre,Ligue 1,28,1997,17,4,403,4.5,0,0,0,0,0,0,0,0,3,4,22,1.5
175,andr ayew,GHA,FW,le havre,Ligue 1,35,1989,16,9,900,10.0,3,0,3,3,0,0,2,0,3,13,22,4.0
176,jordan ayew,GHA,FW,crystal palace,Premier League,33,1991,1,0,21,0.2,0,0,0,0,0,0,1,0,0,0,1,12.58
178,neil el aynaoui,FRA,MF,lens,Ligue 1,23,2001,14,7,748,8.3,2,0,2,1,1,1,2,0,8,42,16,8.0
179,ayman azhil,MAR,MF,dortmund,Bundesliga,23,2001,1,0,24,0.3,0,0,0,0,0,0,1,0,0,1,1,12.58
180,adam aznou,MAR,MF,valladolid,La Liga,18,2006,2,1,78,0.9,0,0,0,0,0,0,1,0,0,2,3,12.58
182,csar azpilicueta,ESP,DF,atltico madrid,La Liga,35,1989,8,7,570,6.3,0,0,0,0,0,0,0,0,8,45,8,12.58
183,paulo azzi,BRA,DF,cagliari,Serie A,30,1994,6,5,426,4.7,0,0,0,0,0,0,2,0,15,13,26,3.5
184,oussama el azzouzi,MAR,MF,bologna,Serie A,23,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,12.58
185,papa ba,ESP,MF,girona,La Liga,20,2004,1,0,48,0.5,0,0,0,0,0,0,0,0,1,0,2,4.0
186,shavy babicka,GAB,MF,toulouse,Ligue 1,24,2000,22,7,823,9.1,4,2,6,4,0,0,1,0,24,17,91,12.58
187,jacopo bacci,ITA,MF,empoli,Serie A,19,2005,2,0,11,0.1,0,0,0,0,0,0,0,0,0,1,0,12.58
188,aliou badara bald,GUI,MF,bochum,Bundesliga,22,2002,5,0,91,1.0,0,0,0,0,0,0,1,0,2,1,5,12.58
189,loc bade,FRA,DF,sevilla,La Liga,24,2000,19,18,1641,18.2,1,1,2,1,0,0,5,0,6,36,3,25.0
190,milan badelj,CRO,MF,genoa,Serie A,35,1989,20,18,1294,14.4,1,0,1,1,0,0,1,0,7,76,12,12.58
191,benot badiashile,FRA,DF,chelsea,Premier League,23,2001,4,2,249,2.8,0,0,0,0,0,0,0,0,3,16,2,28.0
192,alex baena,ESP,MF,villarreal,La Liga,23,2001,23,22,1908,21.2,6,7,13,6,0,1,8,0,63,141,114,50.0
193,juma bah,SLE,DF,valladolid,La Liga,18,2006,12,10,864,9.6,0,0,0,0,0,0,1,0,0,13,1,14.0
195,leon bailey,JAM,FW,aston villa,Premier League,27,1997,21,13,1049,11.7,1,2,3,1,0,0,2,0,53,33,112,38.0
196,eric bailly,CIV,DF,villarreal,La Liga,30,1994,10,7,580,6.4,0,0,0,0,0,0,2,0,1,18,0,12.58
197,theo bair,CAN,FW,auxerre,Ligue 1,25,1999,20,6,578,6.4,1,1,2,1,0,0,1,0,8,13,26,50.0
198,stefan bajcetic,ESP,MF,las palmas,La Liga,20,2004,4,3,273,3.0,1,0,1,1,0,0,0,0,3,10,3,9.0
199,cdric bakambu,COD,FW,betis,La Liga,33,1991,15,5,505,5.6,1,2,3,1,0,0,4,0,4,9,33,12.58
200,mitchel bakker,NED,MF,atalanta,Serie A,24,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0,1,1,12.58
202,darryl bakola,FRA,DF,marseille,Ligue 1,17,2007,1,0,12,0.1,0,0,0,0,0,0,1,0,0,0,0,12.58
203,ridle baku,GER,FW,wolfsburg,Bundesliga,26,1998,15,14,1170,13.0,2,1,3,2,0,0,2,0,16,44,78,7.0
205,dilane bakwa,FRA,MF,strasbourg,Ligue 1,22,2002,20,19,1668,18.5,3,6,9,3,0,0,2,0,72,80,163,15.0
206,tommaso baldanzi,ITA,MF,roma,Serie A,21,2003,19,2,531,5.9,1,1,2,1,0,0,1,0,24,12,36,14.0
207,alejandro balde,ESP,DF,barcelona,La Liga,21,2003,23,21,1789,19.9,0,3,3,0,0,0,1,0,86,74,199,50.0
208,keita bald,SEN,FW,monza,Serie A,29,1995,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,1,12.58
209,carlos baleba,CMR,MF,brighton,Premier League,21,2004,22,20,1693,18.8,2,1,3,2,0,0,7,1,32,83,20,35.0
210,leonardo balerdi,ARG,DF,marseille,Ligue 1,26,1999,19,19,1624,18.0,0,0,0,0,0,0,7,1,8,83,3,20.0
211,ivn balliu,ALB,DF,rayo vallecano,La Liga,33,1992,17,7,743,8.3,0,0,0,0,0,0,2,0,6,25,11,12.58
212,fod ballotour,SEN,DF,le havre,Ligue 1,28,1997,2,2,101,1.1,0,0,0,0,0,0,0,0,3,3,5,12.58
213,botond balogh,HUN,DF,parma,Serie A,22,2002,22,20,1721,19.1,0,1,1,0,0,0,4,0,7,31,1,12.58
214,folarin balogun,USA,FW,monaco,Ligue 1,23,2001,7,6,469,5.2,3,0,3,3,0,0,0,0,13,9,57,25.0
215,mario balotelli,ITA,FW,genoa,Serie A,34,1990,6,0,62,0.7,0,0,0,0,0,0,2,0,0,1,5,28.0
216,abdoulaye bamba,CIV,DF,angers,Ligue 1,34,1990,12,9,880,9.8,0,0,0,0,0,0,2,0,1,11,3,12.58
217,jonathan bamba,CIV,FW,celta vigo,La Liga,28,1996,12,10,811,9.0,0,1,1,0,0,0,1,0,31,30,71,12.58
218,mohamed bamba,CIV,MF,reims,Ligue 1,20,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0,3,0,22.0
219,samuel bamba,GER,FW,bochum,Bundesliga,21,2004,3,0,10,0.1,0,0,0,0,0,0,0,0,2,1,6,11.0
220,lameck banda,ZAM,FW,lecce,Serie A,24,2001,10,6,500,5.6,0,1,1,0,0,0,1,0,20,5,36,12.58
221,daniel bandeira,POR,MF,hellas verona,Serie A,24,2000,11,4,407,4.5,0,0,0,0,0,0,1,0,1,25,4,12.58
222,mattia bani,ITA,DF,genoa,Serie A,31,1993,16,16,1279,14.2,0,0,0,0,0,0,3,0,6,22,3,7.0
223,noahkai banks,USA,DF,augsburg,Bundesliga,18,2006,6,2,264,2.9,0,0,0,0,0,0,1,0,2,8,3,12.58
224,scott banks,SCO,FW,st pauli,Bundesliga,23,2001,11,0,101,1.1,0,0,0,0,0,0,1,0,3,1,8,12.58
225,adrian baquerin,ESP,FW,valladolid,La Liga,17,2007,1,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,12.58
226,antonn bark,CZE,MF,fiorentina,Serie A,30,1994,1,1,54,0.6,0,0,0,0,0,0,0,0,2,2,5,35.0
227,federico barba,ITA,DF,como,Serie A,31,1993,7,5,431,4.8,0,0,0,0,0,0,0,0,5,25,5,12.58
228,valentn barco,ARG,DF,sevilla,La Liga,20,2004,7,3,288,3.2,0,0,0,0,0,0,0,0,4,13,13,6.0
230,bradley barcola,FRA,FW,paris sg,Ligue 1,22,2002,23,20,1524,16.9,11,6,17,11,0,0,1,0,97,59,258,18.0
231,melvin bard,FRA,DF,nice,Ligue 1,24,2000,15,13,1139,12.7,1,0,1,1,0,0,4,1,27,46,45,12.0
232,nicol barella,ITA,MF,inter,Serie A,28,1997,23,22,1749,19.4,3,5,8,3,0,0,3,0,47,162,90,80.0
233,gabriel bares,SUI,MF,montpellier,Ligue 1,24,2000,6,0,56,0.6,0,0,0,0,0,0,0,0,1,3,0,23.0
234,borna barii,CRO,DF,legans,La Liga,32,1992,1,1,9,0.1,0,0,0,0,0,0,0,0,0,0,0,12.58
235,kike barja,ESP,FW,osasuna,La Liga,27,1997,8,3,211,2.3,0,0,0,0,0,0,2,0,15,2,26,12.58
236,ross barkley,ENG,MF,aston villa,Premier League,31,1993,16,3,554,6.2,3,1,4,3,0,0,3,0,14,32,8,8.0
237,aymen barkok,MAR,MF,mainz 05,Bundesliga,26,1998,4,0,73,0.8,0,0,0,0,0,0,0,0,2,5,6,12.58
238,harvey barnes,ENG,FW,newcastle utd,Premier League,27,1997,21,6,803,8.9,5,1,6,5,0,0,0,0,43,41,84,35.0
239,enzo barrenechea,ARG,MF,valencia,La Liga,23,2001,18,15,1229,13.7,1,1,2,1,0,0,5,0,9,56,8,7.5
240,ander barrenetxea,ESP,MF,real sociedad,La Liga,23,2001,20,8,830,9.2,1,2,3,1,0,0,4,0,34,36,109,20.0
241,pablo barrios,ESP,MF,atltico madrid,La Liga,21,2003,19,18,1488,16.5,0,2,2,0,0,0,3,1,17,91,48,50.0
242,thierno barry,FRA,FW,villarreal,La Liga,22,2002,24,17,1556,17.3,8,3,11,7,1,1,3,0,25,17,85,14.0
243,davide bartesaghi,ITA,DF,milan,Serie A,19,2005,2,0,50,0.6,0,0,0,0,0,0,0,1,2,0,10,12.58
244,marc bartra,ESP,DF,betis,La Liga,34,1991,14,13,1196,13.3,2,0,2,2,0,0,1,0,4,39,1,12.58
245,federico baschirotto,ITA,DF,lecce,Serie A,28,1996,26,26,2340,26.0,0,0,0,0,0,0,2,0,8,45,4,12.58
246,daniele baselli,ITA,MF,como,Serie A,32,1992,2,1,22,0.2,0,0,0,0,0,0,0,0,2,4,0,12.58
247,calvin bassey,NGA,DF,fulham,Premier League,25,1999,25,25,2250,25.0,1,0,1,1,0,0,5,0,19,85,11,16.0
248,aboubacar bassinga,CIV,MF,las palmas,La Liga,19,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,12.58
249,alessandro bastoni,ITA,DF,inter,Serie A,25,1999,25,24,1844,20.5,1,4,5,1,0,0,3,0,43,126,59,75.0
250,augusto batalla,ARG,GK,rayo vallecano,La Liga,28,1996,20,20,1800,20.0,0,0,0,0,0,0,3,0,0,2,0,6.0
251,michy batshuayi,BEL,FW,eint frankfurt,Bundesliga,31,1993,2,1,72,0.8,0,0,0,0,0,0,1,0,1,2,4,12.58
252,dylan batubinsika,COD,DF,sainttienne,Ligue 1,29,1996,22,20,1811,20.1,0,0,0,0,0,0,3,1,11,46,1,12.58
253,maximilian bauer,GER,DF,augsburg,Bundesliga,25,2000,11,8,658,7.3,0,0,0,0,0,0,1,0,4,30,7,8.0
254,oliver baumann,GER,GK,hoffenheim,Bundesliga,34,1990,18,18,1620,18.0,0,0,0,0,0,0,0,0,0,1,0,3.0
255,christoph baumgartner,AUT,MF,rb leipzig,Bundesliga,25,1999,23,13,1160,12.9,2,1,3,2,0,0,5,0,22,31,65,18.0
256,rafael bauza,ESP,MF,espanyol,La Liga,20,2005,5,2,183,2.0,0,0,0,0,0,0,1,0,1,7,3,12.0
257,adrian beck,GER,MF,heidenheim,Bundesliga,27,1997,21,8,726,8.1,2,1,3,2,0,0,0,0,10,29,37,12.58
258,sheraldo becker,SUR,FW,real sociedad,La Liga,30,1995,19,10,911,10.1,2,1,3,2,0,0,1,1,46,23,98,12.58
259,timo becker,GER,DF,holstein kiel,Bundesliga,27,1997,19,18,1558,17.3,0,2,2,0,0,0,1,0,16,29,28,12.58
260,jan bednarek,POL,DF,southampton,Premier League,28,1996,22,22,1883,20.9,2,0,2,2,0,0,5,0,4,51,1,11.0
261,donny van de beek,NED,MF,girona,La Liga,27,1997,20,15,1252,13.9,2,2,4,2,0,0,4,0,14,40,77,7.5
263,kevin behrens,GER,FW,wolfsburg,Bundesliga,34,1991,12,0,118,1.3,1,0,1,1,0,0,2,0,2,1,14,12.0
264,maximilian beier,GER,FW,dortmund,Bundesliga,22,2002,22,11,1121,12.5,5,3,8,5,0,0,2,0,14,23,88,30.0
265,luken beitia,ESP,DF,real sociedad,La Liga,20,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,12.58
266,ismael bekhoucha,MAR,MF,getafe,La Liga,20,2004,1,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,12.58
267,reda belahyane,MAR,MF,hellas verona,Serie A,20,2004,22,17,1658,18.4,0,2,2,0,0,0,6,1,22,73,13,10.0
269,haris belkebla,ALG,MF,angers,Ligue 1,31,1994,19,18,1587,17.6,0,1,1,0,0,0,1,0,8,63,15,12.58
270,yassin belkhdim,FRA,MF,angers,Ligue 1,23,2002,20,7,774,8.6,0,0,0,0,0,0,2,0,12,20,20,12.58
271,stefan bell,GER,DF,mainz 05,Bundesliga,33,1991,15,13,1178,13.1,0,1,1,0,0,0,3,0,7,26,4,12.58
272,armel bella kotchap,GER,DF,southampton,Premier League,23,2001,1,0,79,0.9,0,0,0,0,0,0,0,0,0,3,0,12.0
273,raoul bellanova,ITA,DF,torino,Serie A,24,2000,1,1,87,1.0,0,0,0,0,0,0,0,0,4,0,5,22.0
275,jeanricner bellegarde,FRA,MF,wolves,Premier League,26,1998,24,12,1071,11.9,2,3,5,2,0,0,3,0,28,27,56,18.0
276,hctor bellern,ESP,DF,betis,La Liga,29,1995,7,6,524,5.8,0,1,1,0,0,0,1,0,3,24,20,12.58
277,jude bellingham,ENG,MF,real madrid,La Liga,21,2003,20,20,1628,18.1,7,6,13,6,1,2,3,1,54,134,93,120.0
278,jeanul belocian,FRA,DF,leverkusen,Bundesliga,20,2005,5,1,68,0.8,0,0,0,0,0,0,1,0,0,3,1,20.0
279,andrea belotti,ITA,FW,como,Serie A,31,1993,18,7,593,6.6,2,0,2,2,0,0,1,0,9,9,33,25.0
280,fran beltrn,ESP,MF,celta vigo,La Liga,26,1999,21,19,1511,16.8,2,0,2,2,0,0,2,0,14,96,16,12.58
281,lucas beltrn,ARG,MF,fiorentina,Serie A,23,2001,22,16,1422,15.8,4,4,8,2,2,2,2,0,18,50,62,18.0
282,eliesse ben seghir,MAR,MF,monaco,Ligue 1,20,2005,23,16,1434,15.9,6,3,9,4,2,2,0,0,74,105,148,30.0
283,carlos benavdez,URU,MF,alavs,La Liga,26,1998,10,5,331,3.7,1,1,2,1,0,0,2,0,3,18,4,12.58
284,adrian benedyczak,POL,FW,parma,Serie A,24,2000,8,2,197,2.2,0,0,0,0,0,0,0,0,3,3,11,12.58
285,lszl bnes,SVK,MF,union berlin,Bundesliga,27,1997,15,2,440,4.9,1,1,2,1,0,0,4,0,4,24,29,12.58
286,iker benito,ESP,FW,osasuna,La Liga,22,2002,2,0,37,0.4,0,0,0,0,0,0,0,0,2,0,4,12.58
287,ismal bennacer,ALG,MF,milan,Serie A,27,1997,6,4,300,3.3,0,0,0,0,0,0,2,0,8,23,12,14.0
289,sad benrahma,ALG,FW,lyon,Ligue 1,29,1995,13,9,735,8.2,1,3,4,1,0,0,0,0,41,32,109,15.0
290,ramy bensebaini,ALG,DF,dortmund,Bundesliga,29,1995,20,15,1308,14.5,1,5,6,1,0,0,6,0,18,75,46,7.0
291,nabil bentaleb,ALG,FW,lille,Ligue 1,30,1994,2,0,36,0.4,1,0,1,1,0,0,0,0,0,3,1,8.0
292,rodrigo bentancur,URU,MF,tottenham,Premier League,27,1997,16,13,1035,11.5,2,0,2,2,0,0,5,0,17,68,15,35.0
293,lucas beraldo,BRA,DF,paris sg,Ligue 1,21,2003,15,14,1265,14.1,1,0,1,1,0,0,5,0,8,84,0,30.0
294,yuri berchiche,ESP,DF,athletic club,La Liga,35,1990,21,14,1379,15.3,0,2,2,0,0,0,3,0,28,99,47,12.58
295,lex berenguer,ESP,FW,athletic club,La Liga,29,1995,24,17,1433,15.9,5,6,11,5,0,1,3,0,42,52,128,12.0
296,sander berge,NOR,MF,fulham,Premier League,27,1998,19,15,1374,15.3,0,0,0,0,0,0,3,0,14,71,2,20.0
297,lucas bergvall,SWE,MF,tottenham,Premier League,19,2006,19,7,754,8.4,0,0,0,0,0,0,3,0,18,34,17,12.0
298,medon berisha,ALB,MF,lecce,Serie A,21,2003,8,3,297,3.3,0,1,1,0,0,0,1,0,7,21,10,12.58
299,mergim berisha,GER,FW,hoffenheim,Bundesliga,26,1998,11,3,333,3.7,1,1,2,1,0,0,1,0,2,7,18,12.58
300,adrian bernabe,ESP,MF,parma,Serie A,23,2001,14,14,1066,11.8,0,0,0,0,0,0,1,0,28,84,7,15.0
301,marc bernal,ESP,MF,barcelona,La Liga,17,2007,3,3,242,2.7,0,0,0,0,0,0,2,0,0,8,2,5.0
302,bernardo,BRA,DF,bochum,Bundesliga,29,1995,13,11,1062,11.8,0,0,0,0,0,0,4,0,11,64,7,2.8
303,juan bernat,ESP,DF,villarreal,La Liga,31,1993,10,1,212,2.4,0,1,1,0,0,0,0,0,4,8,23,8.0
305,maxime bernauer,FRA,DF,sainttienne,Ligue 1,26,1998,1,0,24,0.3,0,0,0,0,0,0,1,0,0,1,0,12.58
306,antoine bernede,FRA,MF,hellas verona,Serie A,25,1999,3,1,87,1.0,1,0,1,1,0,0,0,0,2,3,2,12.58
307,alexander bernhardsson,SWE,MF,holstein kiel,Bundesliga,26,1998,9,7,546,6.1,2,1,3,2,0,0,2,0,6,13,29,14.0
308,victor bernth kristiansen,DEN,DF,leicester city,Premier League,22,2002,23,23,2027,22.5,0,1,1,0,0,0,1,0,31,57,58,16.0
309,mat bero,SVK,MF,bochum,Bundesliga,29,1995,20,19,1731,19.2,3,2,5,3,0,0,8,0,20,90,60,12.58
310,juan berrocal,ESP,DF,getafe,La Liga,25,1999,11,7,704,7.8,0,0,0,0,0,0,6,1,1,16,1,8.0
311,dimitry bertaud,COD,GK,montpellier,Ligue 1,26,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0,0,0,1.2
312,janniklas beste,GER,FW,freiburg,Bundesliga,26,1999,3,0,43,0.5,0,1,1,0,0,0,0,0,1,2,7,14.0
313,beto,GNB,FW,everton,Premier League,27,1998,18,5,674,7.5,6,0,6,6,0,0,1,0,9,5,39,20.0
314,sam beukema,NED,DF,bologna,Serie A,26,1998,24,23,2108,23.4,0,1,1,0,0,0,0,0,24,111,6,22.0
315,alessandro bianco,ITA,MF,monza,Serie A,22,2002,21,16,1518,16.9,1,0,1,1,0,0,5,0,28,80,16,12.0
317,mika biereth,DEN,FW,monaco,Ligue 1,22,2003,6,6,479,5.3,7,1,8,6,1,1,0,0,3,9,51,13.0
318,jaka bijol,SVN,DF,udinese,Serie A,26,1999,24,24,2160,24.0,1,0,1,1,0,0,7,0,16,58,4,18.0
319,el bilal tour,MLI,FW,stuttgart,Bundesliga,23,2001,9,3,314,3.5,2,1,3,2,0,0,0,0,4,5,21,20.0
320,philip billing,DEN,MF,bournemouth,Premier League,28,1996,10,1,184,2.0,0,0,0,0,0,0,1,0,3,15,13,14.0
322,cristiano biraghi,ITA,DF,torino,Serie A,32,1992,3,1,111,1.2,0,0,0,0,0,0,0,0,0,2,3,7.0
324,samuele birindelli,ITA,DF,monza,Serie A,25,1999,9,6,555,6.2,1,0,1,1,0,0,1,0,17,15,33,12.58
325,tom bischof,GER,MF,hoffenheim,Bundesliga,19,2005,21,20,1696,18.8,3,2,5,3,0,0,3,0,37,99,82,12.0
326,yves bissouma,MLI,MF,tottenham,Premier League,28,1996,20,12,1055,11.7,2,0,2,2,0,0,5,0,15,66,3,35.0
327,leonardo bittencourt,GER,MF,werder bremen,Bundesliga,31,1993,16,9,775,8.6,2,0,2,2,0,0,1,0,12,49,25,12.58
328,emmanuel biumla,FRA,DF,angers,Ligue 1,19,2005,15,14,1228,13.6,1,0,1,1,0,0,1,0,3,14,0,12.58
329,marco bizot,NED,GK,brest,Ligue 1,33,1991,22,22,1980,22.0,0,0,0,0,0,0,2,0,0,1,0,3.5
330,bjarki bjarkason,ISL,DF,venezia,Serie A,24,2000,8,1,137,1.5,0,0,0,0,0,0,2,0,6,9,11,12.58
331,antonio blanco,ESP,MF,alavs,La Liga,24,2000,23,20,1682,18.7,0,1,1,0,0,0,6,0,4,92,11,7.5
332,ludovic blas,FRA,MF,rennes,Ligue 1,27,1997,22,21,1832,20.4,6,6,12,6,0,0,5,0,61,89,151,15.0
333,daley blind,NED,DF,girona,La Liga,34,1990,21,18,1610,17.9,0,1,1,0,0,0,2,0,45,166,35,12.58
334,myron boadu,NED,FW,bochum,Bundesliga,24,2001,11,7,588,6.5,7,1,8,6,1,1,0,0,6,9,35,12.58
335,augustine boakye,GHA,FW,sainttienne,Ligue 1,24,2000,16,8,713,7.9,3,0,3,3,0,0,5,0,25,33,53,12.58
336,matho bodmer,FRA,MF,le havre,Ligue 1,20,2004,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,12.58
337,sacha boey,FRA,DF,bayern munich,Bundesliga,24,2000,8,4,357,4.0,0,1,1,0,0,0,1,0,13,22,42,18.0
338,jeremie boga,CIV,MF,nice,Ligue 1,28,1997,13,8,647,7.2,0,2,2,0,0,0,0,0,38,18,49,15.0
339,lamare bogarde,NED,DF,aston villa,Premier League,21,2004,7,4,386,4.3,0,0,0,0,0,0,2,0,10,13,8,12.58
340,emil bohinen,NOR,MF,genoa,Serie A,25,1999,3,1,166,1.8,0,0,0,0,0,0,0,0,6,5,2,12.58
341,adama boiro,ESP,DF,athletic club,La Liga,22,2002,11,9,686,7.6,0,0,0,0,0,0,1,0,11,23,15,12.58
342,willy boly,CIV,DF,nottham forest,Premier League,34,1991,5,1,134,1.5,0,0,0,0,0,0,1,0,0,2,0,12.58
343,mose bombito,CAN,DF,nice,Ligue 1,24,2000,18,16,1462,16.2,0,0,0,0,0,0,2,1,17,64,6,7.0
344,warren bondo,FRA,MF,monza,Serie A,21,2003,20,19,1618,18.0,0,0,0,0,0,0,5,1,25,39,21,7.0
345,victor boniface,NGA,FW,leverkusen,Bundesliga,24,2000,13,10,786,8.7,7,1,8,7,0,1,2,0,16,18,43,45.0
346,kevin bonifazi,ITA,DF,lecce,Serie A,28,1996,3,0,65,0.7,0,0,0,0,0,0,0,0,0,1,1,12.0
347,angeyoan bonny,FRA,FW,parma,Serie A,21,2003,25,19,1663,18.5,5,2,7,3,2,3,2,0,30,40,122,20.0
348,sebastiaan bornauw,BEL,DF,wolfsburg,Bundesliga,25,1999,13,7,697,7.7,2,1,3,2,0,0,2,0,2,15,1,7.0
349,sven botman,NED,DF,newcastle utd,Premier League,25,2000,3,3,224,2.5,0,0,0,0,0,0,1,0,0,3,0,45.0
350,samon bouabr,FRA,MF,monaco,Ligue 1,18,2006,2,1,72,0.8,0,0,0,0,0,0,0,0,3,2,3,12.58
351,ayyoub bouaddi,FRA,MF,lille,Ligue 1,17,2007,18,9,905,10.1,0,1,1,0,0,0,1,0,10,30,15,25.0
352,badredine bouanani,ALG,MF,nice,Ligue 1,20,2004,18,6,674,7.5,2,0,2,2,0,0,2,0,31,30,53,5.0
353,benjamin bouchouari,MAR,MF,sainttienne,Ligue 1,23,2001,18,14,1218,13.5,1,0,1,1,0,0,3,0,26,80,39,12.58
354,hicham boudaoui,ALG,MF,nice,Ligue 1,25,1999,18,18,1606,17.8,2,1,3,2,0,0,7,0,37,90,42,10.0
355,carlo boukhalfa,MAR,MF,st pauli,Bundesliga,25,1999,18,14,1207,13.4,1,0,1,1,0,0,0,0,9,30,30,12.58
356,justin bourgault,FRA,DF,brest,Ligue 1,19,2005,1,1,77,0.9,0,0,0,0,0,0,0,0,2,3,11,12.58
357,benjamin bourigeaud,FRA,MF,rennes,Ligue 1,31,1994,1,1,80,0.9,1,0,1,1,0,0,0,0,0,4,4,15.0
358,edoardo bove,ITA,MF,fiorentina,Serie A,22,2002,12,11,851,9.5,1,2,3,1,0,0,3,0,12,37,24,14.0
359,jarrod bowen,ENG,FW,west ham,Premier League,28,1996,22,22,1916,21.3,7,4,11,6,1,1,1,0,75,67,125,45.0
360,enzo boyomo,CMR,DF,osasuna,La Liga,23,2001,21,21,1862,20.7,2,0,2,2,0,0,5,0,9,71,2,20.0
362,domagoj bradari,CRO,DF,hellas verona,Serie A,25,1999,18,14,1120,12.4,0,0,0,0,0,0,5,0,18,22,42,12.58
363,conor bradley,NIR,DF,liverpool,Premier League,21,2003,12,2,372,4.1,0,0,0,0,0,0,2,0,17,17,18,20.0
364,bilal brahimi,ALG,MF,nice,Ligue 1,24,2000,2,1,76,0.8,0,0,0,0,0,0,0,0,3,4,10,12.58
365,julian brandt,GER,MF,dortmund,Bundesliga,28,1996,19,19,1540,17.1,3,5,8,3,0,0,1,0,42,97,133,35.0
366,jarrad branthwaite,ENG,DF,everton,Premier League,22,2002,19,17,1538,17.1,0,1,1,0,0,0,3,0,6,40,1,42.0
367,darko braanac,SRB,MF,legans,La Liga,33,1992,21,12,1246,13.8,1,2,3,1,0,0,2,0,4,34,39,12.58
368,lilian brassier,FRA,DF,marseille,Ligue 1,25,1999,12,9,779,8.7,0,0,0,0,0,0,3,0,11,40,8,10.0
370,matthias braunder,AUT,MF,como,Serie A,22,2002,8,3,268,3.0,0,0,0,0,0,0,3,1,2,18,0,12.58
371,iker bravo,ESP,FW,udinese,Serie A,20,2005,19,2,374,4.2,2,1,3,2,0,0,2,0,2,13,21,12.58
372,james bree,ENG,DF,southampton,Premier League,27,1997,13,10,845,9.4,0,1,1,0,0,0,0,0,9,29,33,10.0
373,tim breithaupt,GER,MF,augsburg,Bundesliga,23,2002,2,2,120,1.3,0,1,1,0,0,0,0,0,1,10,1,12.58
374,gleison bremer,BRA,DF,juventus,Serie A,27,1997,6,6,540,6.0,0,0,0,0,0,0,2,0,2,21,0,35.0
375,brenner,BRA,MF,udinese,Serie A,25,2000,9,5,386,4.3,1,2,3,1,0,0,0,0,5,7,16,8.0
376,ben brereton,CHI,FW,southampton,Premier League,25,1999,10,4,449,5.0,0,0,0,0,0,0,1,0,12,9,42,8.0
377,marco brescianini,ITA,MF,atalanta,Serie A,25,2000,20,7,748,8.3,3,2,5,3,0,0,1,0,39,25,56,8.0
378,maximilian breunig,GER,FW,heidenheim,Bundesliga,24,2000,13,2,350,3.9,2,0,2,1,1,1,0,0,5,7,13,30.0
379,anthony brianon,FRA,DF,sainttienne,Ligue 1,30,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,12.58
380,nathan broadhead,WAL,FW,ipswich town,Premier League,26,1998,10,4,403,4.5,0,0,0,0,0,0,1,0,12,10,19,28.0
